SC,SN,NS,SYM_TK,LS,EXPIRY,PCR-COI,CALL_CandleTime,CALL_OT,CALL_CD,CALL_TK,CALL_COI,CALL_PX,STRIKE,PUT_PX,PUT_COI,PUT_TK,PUT_CD,PUT_OT,PUT_CandleTime
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-46500-CE,86001,0,0,46500.0,0,0,86002,OPT-CNXBAN-28-Sep-2023-46500-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-46600-CE,59294,0,0,46600.0,0,0,59295,OPT-CNXBAN-28-Sep-2023-46600-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-46700-CE,59296,0,0,46700.0,0,0,59297,OPT-CNXBAN-28-Sep-2023-46700-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-46800-CE,59298,0,0,46800.0,0,0,59299,OPT-CNXBAN-28-Sep-2023-46800-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-46900-CE,59300,0,0,46900.0,0,0,59301,OPT-CNXBAN-28-Sep-2023-46900-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-47000-CE,59302,0,0,47000.0,0,0,59303,OPT-CNXBAN-28-Sep-2023-47000-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-47100-CE,59304,0,0,47100.0,0,0,59317,OPT-CNXBAN-28-Sep-2023-47100-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-47200-CE,59318,0,0,47200.0,0,0,59319,OPT-CNXBAN-28-Sep-2023-47200-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-47300-CE,59320,0,0,47300.0,0,0,59321,OPT-CNXBAN-28-Sep-2023-47300-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-47500-CE,59324,0,0,47500.0,0,0,59325,OPT-CNXBAN-28-Sep-2023-47500-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-47800-CE,59330,0,0,47800.0,0,0,59331,OPT-CNXBAN-28-Sep-2023-47800-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-48000-CE,86003,0,0,48000.0,0,0,86004,OPT-CNXBAN-28-Sep-2023-48000-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-48500-CE,59342,0,0,48500.0,0,0,59343,OPT-CNXBAN-28-Sep-2023-48500-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-49000-CE,59352,0,0,49000.0,0,0,59353,OPT-CNXBAN-28-Sep-2023-49000-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-49500-CE,86005,0,0,49500.0,0,0,86006,OPT-CNXBAN-28-Sep-2023-49500-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-50000-CE,59360,0,0,50000.0,0,0,59361,OPT-CNXBAN-28-Sep-2023-50000-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-50500-CE,59362,0,0,50500.0,0,0,59363,OPT-CNXBAN-28-Sep-2023-50500-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-51000-CE,86007,0,0,51000.0,0,0,86008,OPT-CNXBAN-28-Sep-2023-51000-PE,PE,2023-09-20 14:37:43
CNXBAN,NIFTY BANK,NIFTY BANK,NIFTY BANK,15,2023-09-28,0,2023-09-20 14:37:43,CE,OPT-CNXBAN-28-Sep-2023-52500-CE,86009,0,0,52500.0,0,0,86010,OPT-CNXBAN-28-Sep-2023-52500-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-19700-CE,57623,0,0,19700.0,0,0,57624,OPT-NIFFIN-26-Sep-2023-19700-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-19800-CE,57625,0,0,19800.0,0,0,57628,OPT-NIFFIN-26-Sep-2023-19800-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20000-CE,57631,0,0,20000.0,0,0,57634,OPT-NIFFIN-26-Sep-2023-20000-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20050-CE,37714,0,0,20050.0,0,0,37715,OPT-NIFFIN-26-Sep-2023-20050-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20100-CE,57635,0,0,20100.0,0,0,57636,OPT-NIFFIN-26-Sep-2023-20100-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20150-CE,37747,0,0,20150.0,0,0,37927,OPT-NIFFIN-26-Sep-2023-20150-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20200-CE,57637,0,0,20200.0,0,0,57638,OPT-NIFFIN-26-Sep-2023-20200-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20250-CE,37930,0,0,20250.0,0,0,38076,OPT-NIFFIN-26-Sep-2023-20250-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20300-CE,57639,0,0,20300.0,0,0,57640,OPT-NIFFIN-26-Sep-2023-20300-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20350-CE,38081,0,0,20350.0,0,0,38608,OPT-NIFFIN-26-Sep-2023-20350-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20400-CE,57641,0,0,20400.0,0,0,57642,OPT-NIFFIN-26-Sep-2023-20400-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20450-CE,38609,0,0,20450.0,0,0,38726,OPT-NIFFIN-26-Sep-2023-20450-PE,PE,2023-09-20 14:37:43
NIFFIN,NIFTY FINANCIAL SERVICES INDEX,NIFTY FINANCIAL,NIFTY FIN SERVICE,40,2023-09-26,0,2023-09-20 14:37:43,CE,OPT-NIFFIN-26-Sep-2023-20500-CE,57643,0,0,20500.0,0,0,57644,OPT-NIFFIN-26-Sep-2023-20500-PE,PE,2023-09-20 14:37:43
