dhanClientId,orderId,exchangeOrderId,correlationId,orderStatus,transactionType,exchangeSegment,productType,orderType,validity,tradingSymbol,securityId,quantity,disclosedQuantity,price,triggerPrice,afterMarketOrder,boProfitValue,boStopLossValue,legName,createTime,updateTime,exchangeTime,drvExpiryDate,drvOptionType,drvStrikePrice,omsErrorCode,omsErrorDescription,filled_qty,algoId
1100227754,5223092918401,1100000000694447,buy-56949-50,TRADED,SELL,NSE_FNO,BO,MARKET,DAY,NIFTY-Oct2023-19600-PE,56949,50,0,101.45,0.0,False,0.0,0.0,STOP_LOSS_LEG,2023-09-29 09:18:03,2023-09-29 09:18:03,2023-09-29 09:18:03,2023-10-05,PUT,19600.0,0,TRADE CONFIRMED,50,5223092915151
1100227754,5223092918501,1100000000694591,buy-56949-50,CANCELLED,SELL,NSE_FNO,BO,LIMIT,DAY,NIFTY-Oct2023-19600-PE,56949,50,0,109.0,0.0,False,109.0,0.0,TARGET_LEG,2023-09-29 09:18:03,2023-09-29 09:18:03,2023-09-29 09:18:03,2023-10-05,PUT,19600.0,0,CONFIRMED,0,5223092915151
1100227754,5223092915051,0,buy-56946-50,REJECTED,BUY,NSE_FNO,BO,MARKET,DAY,NIFTY-Oct2023-19550-CE,56946,50,0,0.0,0.0,False,0.0,0.0,ENTRY_LEG,2023-09-29 09:16:20,2023-09-29 09:16:20,0001-01-01 00:00:00,2023-10-05,CALL,19550.0,0,Trigger_price Not In Range,0,-1
1100227754,5223092915151,1100000000692422,buy-56949-50,TRADED,BUY,NSE_FNO,BO,MARKET,DAY,NIFTY-Oct2023-19600-PE,56949,50,0,93.0,0.0,False,0.0,0.0,ENTRY_LEG,2023-09-29 09:16:20,2023-09-29 09:16:21,2023-09-29 09:16:21,2023-10-05,PUT,19600.0,0,TRADE CONFIRMED,50,-1
