SC,SN,EC,SM,SG,TK,LS,CD,NS,TS
MISDHA,MISHRA DHATU NIGAM LIMITED,NSE,MISDHA,EQUITY,2463,1,MISDHA,MIDHANI,0.01
MISENG,MISQUITA ENGINEERING LIMITED,BSE,MISENG,EQUITY,542801,1,MISENG,MISQUITA,53.79
MISEXI,MISHKA EXIM LIMITED,BSE,MISEXI,EQUITY,539220,1,MISEXI,MISHKA,81.62
MISFIN,MISHKA FINANCE AND TRADING LTD,BSE,MISFIN,EQUITY,512191,1,MISFIN,MISHKAFIN,6.91
MISFOO,MISHTANN FOODS LIMITED,BSE,MISFOO,EQUITY,539594,1,MISFOO,MISHTANN,13.41
MITCHE,MITSU CHEM PLAST LIMITED,BSE,MITCHE,EQUITY,540078,1,MITCHE,MITSU,224.75
MITCON,MITCON CONSULTANCY AND ENGG,NSE,MITCON,EQUITY,8469,1,MITCON,MITCON,0.01
MITLIF,MITTAL LIFE STYLE LIMITED,NSE,MITLIF,EQUITY,18666,1,MITLIF,MITTAL,0.01
MITRE1,MITTAL LIFE STYLE LTD RE,NSE,MITRE1,EQUITY,14246,1,MITRE1,MITTAL-RE,0.01
MKEXIM,M K EXIM INDIA LTD,BSE,MKEXIM,EQUITY,538890,1,MKEXIM,MKEXIM,119.29
MKPRO,M K PROTEINS LIMITED,BSE,MKPRO,EQUITY,543919,1,MKPRO,MKPL,719.25
MMFORG,MMFORGINGS LTD,BSE,MMFORG,EQUITY,522241,1,MMFORG,MMFL,1129.2
MMFORG,MMFORGINGS LTD,NSE,MMFORG,EQUITY,13844,1,MMFORG,MMFL,0.01
MMPIND,MMP INDUSTRIES LTD,NSE,MMPIND,EQUITY,16426,1,MMPIND,MMP,0.01
MMRUBB,MM RUBBER COMPANY LTD,BSE,MMRUBB,EQUITY,509196,1,MMRUBB,MMRUBBR-B,112.55
MMSINF,MMS INFRASTRUCTURE LIMITED,BSE,MMSINF,EQUITY,538400,1,MMSINF,MMSINFRA,2.29
MNTEVE,MOUNT EVEREST TRADING & INVEST,BSE,MNTEVE,EQUITY,532724,1,MNTEVE,MOUNTEVTR,0.0
MOBTEL,MOBILE TELECOMMUNICATIONS LTD,BSE,MOBTEL,EQUITY,532127,1,MOBTEL,MOBILTEL,2.71
MODCE,MODERN CEMENT INDUST,BSE,MODCE,EQUITY,518081,1,MODCE,,0.89
MODCON,MODERN ENG. & PROJECTS LTD,BSE,MODCON,EQUITY,539762,1,MODCON,MEAPL,27.45
MODDAI,MODERN DAIRIES LTD,BSE,MODDAI,EQUITY,519287,1,MODDAI,MODAIRY,25.14
MODDEN,MODERN DENIM LTD,BSE,MODDEN,EQUITY,500451,1,MODDEN,,0.42
MODFIN,MODEL FINANCIAL CORP,BSE,MODFIN,EQUITY,530877,1,MODFIN,MODFC,2.31
MODGBC,TRANS INDIA HOUSE IMPEX LTD,BSE,MODGBC,EQUITY,523752,1,MODGBC,TIHIL,20.49
MODHOM,MODERN SHARES AND STOCKBROKERS,BSE,MODHOM,EQUITY,509760,1,MODHOM,MODRNSH,18.38
MODHOO,MODI HOOVER INTERNAT,BSE,MODHOO,EQUITY,531130,1,MODHOO,MODIHOOV,2.31
MODINS,MODERN INSULATORS LTD,BSE,MODINS,EQUITY,515008,1,MODINS,MODINSU,57.21
MODINT,MODEX INTERNATIONAL SEC. LTD,BSE,MODINT,EQUITY,537092,1,MODINT,MODEX,3.49
MODIPO,MODIPON LTD,BSE,MODIPO,EQUITY,503776,1,MODIPO,MODIPON,42.0
MODIST,MODISTONE,BSE,MODIST,EQUITY,509117,1,MODIST,,1.89
MODMAL,MODERN MALLEABLE LTD,BSE,MODMAL,EQUITY,517336,1,MODMAL,,1.15
MODMET,MODISON LIMITED,BSE,MODMET,EQUITY,506261,1,MODMET,MODISONLTD,83.64
MODMET,MODISON LIMITED,NSE,MODMET,EQUITY,3316,1,MODMET,MODISONLTD,0.01
MODMIL,MODERN INDIA LTD,BSE,MODMIL,EQUITY,503015,1,MODMIL,MODERN,50.85
MODNAT,MODI NATURALS LIMITED,BSE,MODNAT,EQUITY,519003,1,MODNAT,MODINATUR,269.5
MODNAV,MODIS NAVNIRMAN LIMITED,BSE,MODNAV,EQUITY,543539,1,MODNAV,MODIS,241.8
MODOFS,MODERN INDIA LTD OFS,BSE,MODOFS,EQUITY,51049,1,MODOFS,MODERN,0.0
MODRUB,MODI RUBBER LTD,BSE,MODRUB,EQUITY,500890,1,MODRUB,MODIRUBBER,64.57
MODRUB,MODI RUBBER LTD,NSE,MODRUB,EQUITY,6934,1,MODRUB,MODIRUBBER,0.01
MODSTE,MODERN STEELS LIMITED,BSE,MODSTE,EQUITY,513303,1,MODSTE,MDRNSTL,17.74
MODSYN,MODERN SYNTEX (INDIA) LTD,BSE,MODSYN,EQUITY,500281,1,MODSYN,,0.89
MODTEL,MODI TELEFIBERS LTD,BSE,MODTEL,EQUITY,523375,1,MODTEL,,0.84
MODTER,MODERN TERRY TOWELS LTD,BSE,MODTER,EQUITY,500283,1,MODTER,,0.57
MODTHR,MODERN THREAD LTD.,BSE,MODTHR,EQUITY,500282,1,MODTHR,,0.84
MODUDY,PINCON LIFESTYLE LIMITED,BSE,MODUDY,EQUITY,539007,1,MODUDY,PINCONLIFE,0.57
MODWOO,MODELLA WOOLLENS LTD,BSE,MODWOO,EQUITY,503772,1,MODWOO,MODWOOL,76.08
MOHGRA,MOH GRANITES,BSE,MOHGRA,EQUITY,532089,1,MOHGRA,MOH,0.12
MOHHEA,MOHINI HEALTH AND HYGIENE LTD,NSE,MOHHEA,EQUITY,1426,1,MOHHEA,MHHL,0.01
MOHHEC,MOHATTA & HECKEL,BSE,MOHHEC,EQUITY,504844,1,MOHHEC,,2.41
MOHIND,MOHIT INDUSTRIES LIMITED,BSE,MOHIND,EQUITY,531453,1,MOHIND,MOHITIND,18.22
MOHIND,MOHIT INDUSTRIES LIMITED,NSE,MOHIND,EQUITY,29423,1,MOHIND,MOHITIND,0.01
MOHMEA,MOHAN MEAKIN,BSE,MOHMEA,EQUITY,590039,1,MOHMEA,,0.0
MOHPA,NUWAY ORGANIC NATURALS IND LTD,BSE,MOHPA,EQUITY,531819,1,MOHPA,NUWAY,18.14
MOHPAP,MOHIT PAPER MILLS LTD,BSE,MOHPAP,EQUITY,530169,1,MOHPAP,MOHITPPR,21.07
MOILIM,MOIL LIMITED,BSE,MOILIM,EQUITY,533286,1,MOILIM,MOIL,197.85
MOILIM,MOIL LIMITED,NSE,MOILIM,EQUITY,20830,1,MOILIM,MOIL,0.01
MOIOFS,MOIL LIMITED OFS,BSE,MOIOFS,EQUITY,51111,1,MOIOFS,MOIOFS,0.0
MOKORN,MOKSH ORNAMENTS LIMITED,NSE,MOKORN,EQUITY,3586,1,MOKORN,MOKSH,0.01
MOLPAC,MOLD-TEK PACKAGING LIMITED,BSE,MOLPAC,EQUITY,533080,1,MOLPAC,MOLDTKPAC,1246.25
MOLPAC,MOLD-TEK PACKAGING LIMITED,NSE,MOLPAC,EQUITY,6713,1,MOLPAC,MOLDTKPAC,0.01
MOLPP1,MOLD TEK PACKAGING PP RS 1.25,BSE,MOLPP1,EQUITY,890151,1,MOLPP1,MOLDTEKPP,471.8
MOLPP1,MOLD TEK PACKAGING PP RS 1.25,NSE,MOLPP1,EQUITY,1271,1,MOLPP1,MOLDTEKPP,0.01
MOLRE1,MOLD TEK PACKAGING  RIGHTS ENT,BSE,MOLRE1,EQUITY,750648,1,MOLRE1,MOLDTEK-RE,688.65
MOLRE1,MOLD TEK PACKAGING  RIGHTS ENT,NSE,MOLRE1,EQUITY,794,1,MOLRE1,MOLDTEK-RE,0.01
MOLTEK,MOLD-TEK TECHNOLOGIES LTD,BSE,MOLTEK,EQUITY,526263,1,MOLTEK,MOLDTEK,337.85
MOLTEK,MOLD-TEK TECHNOLOGIES LTD,NSE,MOLTEK,EQUITY,17625,1,MOLTEK,MOLDTECH,0.01
MOLWA1,MOLD TEK PACK WARRANTS 17MY22,BSE,MOLWA1,EQUITY,961913,1,MOLWA1,MOLDTKWARR,602.6
MONAGR,MONESHI AGRO INDUSTR,BSE,MONAGR,EQUITY,519417,1,MONAGR,MONESHIA,34.9
MONCAR,MONTE CARLO FASHIONS LIMITED,BSE,MONCAR,EQUITY,538836,1,MONCAR,MONTECARLO,978.75
MONCAR,MONTE CARLO FASHIONS LIMITED,NSE,MONCAR,EQUITY,5938,1,MONCAR,MONTECARLO,0.01
MONELE,MONICA ELECTRONICS LTD,BSE,MONELE,EQUITY,523544,1,MONELE,MONEL,11.44
MONFIN,MONEYCARE FINANZ,BSE,MONFIN,EQUITY,511511,1,MONFIN,,1.57
MONIN,MONIND LIMITED,BSE,MONIN,EQUITY,532078,1,MONIN,MONIND,25.46
MONIND,MONTARI INDUSTRIES LTD,BSE,MONIND,EQUITY,500286,1,MONIND,MONTA,7.24
MONINF,MONALISA INFOTECH,BSE,MONINF,EQUITY,530551,1,MONINF,MONINFO,0.35
MONISP,JSW ISPAT SPECIAL PRODUCTS LTD,BSE,MONISP,EQUITY,513446,1,MONISP,JSWISPL,42.52
MONISP,JSW ISPAT SPECIAL PRODUCTS LTD,NSE,MONISP,EQUITY,4671,1,MONISP,JSWISPL,0.01
MONLEA,MONTARI LEATHER,BSE,MONLEA,EQUITY,526337,1,MONLEA,,1.1
MONMAS,MONEY MASTERS LEASING AND FIN,BSE,MONMAS,EQUITY,535910,1,MONMAS,MMLF,34.98
MONOFS,MONNET PROJECT DEVELOPERS OFS,BSE,MONOFS,EQUITY,51039,1,MONOFS,MONNETPRO,0.0
MONOIN,MONOTYPE INDIA LTD.,BSE,MONOIN,EQUITY,505343,1,MONOIN,MONOT,0.29
MONOZY,MONOZYME (INDIA),BSE,MONOZY,EQUITY,522199,1,MONOZY,MONOZYM,4.63
MONSEC,CHAMPION FINSEC LTD,BSE,MONSEC,EQUITY,504367,1,MONSEC,CHAMPFIN,14.96
MONSIN,MONSANTO INDIA LIMITED,BSE,MONSIN,EQUITY,524084,1,MONSIN,MONSANTO,2669.25
MONSIN,MONSANTO INDIA LIMITED,NSE,MONSIN,EQUITY,0,1,MONSIN,MONSANTO,0.01
MONSUG,MPDL LIMITED,BSE,MONSUG,EQUITY,532723,1,MONSUG,MPDL,24.95
MONWAR,MONEYMATTERS-WARRANT-26-9-2011,BSE,MONWAR,EQUITY,961680,1,MONWAR,MONEYMAWR,26.43
MOOCAP,MOONGIPA CAPITAL FINANCE LTD,BSE,MOOCAP,EQUITY,530167,1,MOOCAP,MONGIPA,25.09
MOODRU,ICON BIOPHARMA AND HEALTHCARE,BSE,MOODRU,EQUITY,531348,1,MOODRU,MOONDRUG,3.42
MOOIND,MOONBEAM INDUSTRIES LTD,BSE,MOOIND,EQUITY,530033,1,MOOIND,MOONB,6.56
MOOINV,MAESTROS MEDILINE SYSTEMS LTD,BSE,MOOINV,EQUITY,501209,1,MOOINV,MAESTROM,10.64
MOOSEC,SG FINSERVE LIMITED,BSE,MOOSEC,EQUITY,539199,1,MOOSEC,SGFIN,614.45
MORCRU,MORGANITE CRUCIBLE (INDIA) LIM,BSE,MORCRU,EQUITY,523160,1,MORCRU,MORGANITE,1230.15
MORFIN,MORARKA FINANCE LTD,BSE,MORFIN,EQUITY,511549,1,MORFIN,MORARKFI,144.45
MORIND,MORGAN INDUSTRIES,BSE,MORIND,EQUITY,523564,1,MORIND,MRGNIND,6.74
MORLAB,MOREPEN LABORATORIES LIMITED,BSE,MORLAB,EQUITY,500288,1,MORLAB,MOREPENLAB,36.2
MORLAB,MOREPEN LABORATORIES LIMITED,NSE,MORLAB,EQUITY,2259,1,MORLAB,MOREPENLAB,0.01
MOROVE,MORINDA OVERSEAS INDUSTRIES LT,BSE,MOROVE,EQUITY,531973,1,MOROVE,,0.02
MORSTA,MORGAN STANLEY,BSE,MORSTA,EQUITY,500289,1,MORSTA,,0.0
MORSTA,MORGAN STANLEY,NSE,MORSTA,EQUITY,2262,1,MORSTA,MORGANSTAN,0.01
MORTEX,MORARJEE TEXTILES LIMITED,BSE,MORTEX,EQUITY,532621,1,MORTEX,MORARJEE,21.49
MORTEX,MORARJEE TEXTILES LIMITED,NSE,MORTEX,EQUITY,28877,1,MORTEX,MORARJEE,0.01
MORVEN,MORGAN VENTURES LTD,BSE,MORVEN,EQUITY,526237,1,MORVEN,MORGAN,33.99
MORYO,TERRASCOPE VENTURES LIMITED,BSE,MORYO,EQUITY,513305,1,MORYO,TERRASCOPE,2.03
MOSBAE,MOSER-BAER (INDIA) LTD,BSE,MOSBAE,EQUITY,517140,1,MOSBAE,MOSERBAER,1.1
MOSSER,MOSCHIP TECHNOLOGIES LIMITED,BSE,MOSSER,EQUITY,532407,1,MOSSER,MOSCHIP,93.87
MOSUTI,MOS UTILITY LIMITED,NSE,MOSUTI,EQUITY,15051,1,MOSUTI,MOS,0.01
MOT100,MOTILAL OSWAL M100 ETF,NSE,MOT100,EQUITY,21423,1,MOT100,MOM100,0.01
MOTENH,Motilal Os SP BSE ENHNCD  ETF,BSE,MOTENH,EQUITY,543576,1,MOTENH,MOVALUE,64.5
MOTENH,Motilal Os SP BSE ENHNCD  ETF,NSE,MOTENH,EQUITY,10825,1,MOTENH,MOVALUE,0.01
MOTGEN,MOTOR & GENERAL FIN LTD,BSE,MOTGEN,EQUITY,501343,1,MOTGEN,MOTOGENFIN,36.74
MOTGEN,MOTOR & GENERAL FIN LTD,NSE,MOTGEN,EQUITY,2268,1,MOTGEN,MOTOGENFIN,0.01
MOTGOL,MOTILAL OSWAL MF GOLD ETF,BSE,MOTGOL,EQUITY,534185,1,MOTGOL,MGOLD,2684.05
MOTGOL,MOTILAL OSWAL MF GOLD ETF,NSE,MOTGOL,EQUITY,31284,1,MOTGOL,MGOLD,0.01
MOTGSC,MOTILAL OSWAL 5 YEAR G SEC ETF,BSE,MOTGSC,EQUITY,543250,1,MOTGSC,MOGSEC,62.67
MOTGSC,MOTILAL OSWAL 5 YEAR G SEC ETF,NSE,MOTGSC,EQUITY,1507,1,MOTGSC,MOGSEC,0.01
MOTHEA,MOTILAL OSWAL HEALTH ETF,BSE,MOTHEA,EQUITY,543563,1,MOTHEA,MOHEALTH,31.08
MOTHEA,MOTILAL OSWAL HEALTH ETF,NSE,MOTHEA,EQUITY,10508,1,MOTHEA,MOHEALTH,0.01
MOTLOV,MOTILAL OSWAL S&P LOW VOL ETF,BSE,MOTLOV,EQUITY,543501,1,MOTLOV,MOLOWVOL,32.56
MOTLOV,MOTILAL OSWAL S&P LOW VOL ETF,NSE,MOTLOV,EQUITY,8654,1,MOTLOV,MOLOWVOL,0.01
MOTM30,MOTILAL OS NIF 200 MOMENTUM 30,BSE,MOTM30,EQUITY,543465,1,MOTM30,MOMOMENTUM,51.38
MOTM30,MOTILAL OS NIF 200 MOMENTUM 30,NSE,MOTM30,EQUITY,8182,1,MOTM30,MOMOMENTUM,0.01
MOTM50,MOTILAL OSWAL  M50 ETF,BSE,MOTM50,EQUITY,590115,1,MOTM50,MOM50,232.64
MOTM50,MOTILAL OSWAL  M50 ETF,NSE,MOTM50,EQUITY,19289,1,MOTM50,MOM50,0.01
MOTMAF,MOTUL MAFATLAL LUBRI,BSE,MOTMAF,EQUITY,520149,1,MOTMAF,,6.35
MOTMIR,MOTHER MIRA FINANCE,BSE,MOTMIR,EQUITY,530083,1,MOTMIR,,2.1
MOTNAS,MOTILAL OSWAL MS NASDAQ 100ETF,BSE,MOTNAS,EQUITY,533385,1,MOTNAS,MON100,146.1
MOTNAS,MOTILAL OSWAL MS NASDAQ 100ETF,NSE,MOTNAS,EQUITY,22739,1,MOTNAS,MON100,0.01
MOTOSW,MOTILAL OSWAL FINANCIAL SERVIC,BSE,MOTOSW,EQUITY,532892,1,MOTOSW,MOTILALOFS,888.15
MOTOSW,MOTILAL OSWAL FINANCIAL SERVIC,NSE,MOTOSW,EQUITY,14947,1,MOTOSW,MOTILALOFS,0.01
MOTPRO,AMBAR PROTEIN INDUSTRIES LTD,BSE,MOTPRO,EQUITY,519471,1,MOTPRO,AMBARPIL,237.8
MOTQ50,MOTILAL OSWAL NASDAQ Q 50 ETF,BSE,MOTQ50,EQUITY,543437,1,MOTQ50,MONQ50,66.38
MOTQ50,MOTILAL OSWAL NASDAQ Q 50 ETF,NSE,MOTQ50,EQUITY,7422,1,MOTQ50,MONQ50,0.01
MOTQUA,Motilal Os S&P BSE Quality ETF,BSE,MOTQUA,EQUITY,543577,1,MOTQUA,MOQUALITY,158.62
MOTQUA,Motilal Os S&P BSE Quality ETF,NSE,MOTQUA,EQUITY,10822,1,MOTQUA,MOQUALITY,0.01
MOTSU,MOTHERSON SUMI WIRING IND LTD,BSE,MOTSU,EQUITY,543498,1,MOTSU,MSUMI,69.4
MOTSU,MOTHERSON SUMI WIRING IND LTD,NSE,MOTSU,EQUITY,8596,1,MOTSU,MSUMI,0.01
MOTSUM,SAMVARDHANA MOTHERSON INT LTD,BSE,MOTSUM,EQUITY,517334,1,MOTSUM,MOTHERSON,94.71
MOTSUM,SAMVARDHANA MOTHERSON INT LTD,NSE,MOTSUM,EQUITY,4204,1,MOTSUM,MOTHERSON,0.01
MOUEVE,MOUNT EVEREST MINERAL WATER LT,BSE,MOUEVE,EQUITY,531096,1,MOUEVE,MOUNTEVE,122.4
MOUFIN,MOULIK FINANCE & RES,BSE,MOUFIN,EQUITY,530893,1,MOUFIN,,3.15
MOUHOU,MOUNT HOUSING AND INFRA,BSE,MOUHOU,EQUITY,542864,1,MOUHOU,MOUNT,31.56
MOUSHI,MOUNT SHIVALIK INDUSTRIES LTD,BSE,MOUSHI,EQUITY,507522,1,MOUSHI,MOUNTSHIQ,6.64
MOVIRR,MOVILEX IRRIGATION,BSE,MOVIRR,EQUITY,526411,1,MOVIRR,MOVILEX,1.8
MOVPIC,MOVING PICTURE COMPANY (INDIA),BSE,MOVPIC,EQUITY,590011,1,MOVPIC,MOVINGPI,0.63
MOXOVE,MOXSH OVERSEAS EDUCON LIMITED,NSE,MOXOVE,EQUITY,13502,1,MOXOVE,MOXSH,0.01
MPAGRO,MP AGRO INDUSTRIES LTD,BSE,MPAGRO,EQUITY,506543,1,MPAGRO,MPAGI,6.61
MPHLIM,MPHASIS LIMITED,BSE,MPHLIM,EQUITY,526299,1,MPHLIM,MPHASIS,2093.35
MPHLIM,MPHASIS LIMITED,NSE,MPHLIM,EQUITY,4503,1,MPHLIM,MPHASIS,0.01
MPICOR,MPIL CORPORATION LIMITED,BSE,MPICOR,EQUITY,500450,1,MPICOR,MPILCORPL,297.55
MPICOR,MPIL CORPORATION LIMITED,NSE,MPICOR,EQUITY,2139,1,MPICOR,MATHPLATT,0.01
MPPOLY,AIKYAM INTELLECTUAL PROPERTY,BSE,MPPOLY,EQUITY,506822,1,MPPOLY,AIPCL,7.45
MPTELE,M.P TELELINKS,BSE,MPTELE,EQUITY,531326,1,MPTELE,MPTELE,4.08
MRCEXI,MRC AGROTECH LIMITED,BSE,MRCEXI,EQUITY,540809,1,MRCEXI,MRCAGRO,38.5
MRFTYR,MRF LTD,BSE,MRFTYR,EQUITY,500290,1,MRFTYR,MRF,109984.2
MRFTYR,MRF LTD,NSE,MRFTYR,EQUITY,2277,1,MRFTYR,MRF,0.01
MRIPHA,ANKUR DRUGS & PHARMA LTD,BSE,MRIPHA,EQUITY,531683,1,MRIPHA,ANKURDRUGS,4.12
MRIPHA,ANKUR DRUGS & PHARMA LTD,NSE,MRIPHA,EQUITY,14621,1,MRIPHA,ANKURDRUGS,0.01
MROTEK,MRO-TEK REALTY LIMITED,BSE,MROTEK,EQUITY,532376,1,MROTEK,MRO-TEK,63.66
MROTEK,MRO-TEK REALTY LIMITED,NSE,MROTEK,EQUITY,8998,1,MROTEK,MRO-TEK,0.01
MRPAGR,MRP AGRO LIMITED,BSE,MRPAGR,EQUITY,543262,1,MRPAGR,MRP,138.24
MRPL,MANGALORE REFINERY & PETROCHEM,BSE,MRPL,EQUITY,500109,1,MRPL,MRPL,94.46
MRPL,MANGALORE REFINERY & PETROCHEM,NSE,MRPL,EQUITY,2283,1,MRPL,MRPL,0.01
MRSBEC,MRS BECTORS FOOD SPECIALITIES,BSE,MRSBEC,EQUITY,543253,1,MRSBEC,BECTORFOOD,996.15
MRSBEC,MRS BECTORS FOOD SPECIALITIES,NSE,MRSBEC,EQUITY,1628,1,MRSBEC,BECTORFOOD,0.01
MRUTRA,MRUGESH TRADING LTD,BSE,MRUTRA,EQUITY,512065,1,MRUTRA,MRUTR,4.2
MSINV,SRESTHA FINVEST LIMITED,BSE,MSINV,EQUITY,539217,1,MSINV,SRESTHA,1.33
MSLIND,MSL INDUSTRIES LTD,BSE,MSLIND,EQUITY,513242,1,MSLIND,MSLIND,1.17
MSPSTE,MSP STEEL & POWER LIMITED,BSE,MSPSTE,EQUITY,532650,1,MSPSTE,MSPL,10.3
MSPSTE,MSP STEEL & POWER LIMITED,NSE,MSPSTE,EQUITY,11919,1,MSPSTE,MSPL,0.01
MSRIND,MSR INDIA LTD,BSE,MSRIND,EQUITY,508922,1,MSRIND,MSRINDIA,10.76
MSSECU,M.S. SECURITIES,BSE,MSSECU,EQUITY,531039,1,MSSECU,,5.04
MSTLIM,MSTC LIMITED,BSE,MSTLIM,EQUITY,542597,1,MSTLIM,MSTC,406.5
MSTLIM,MSTC LIMITED,NSE,MSTLIM,EQUITY,9356,1,MSTLIM,MSTCLTD,0.01
MTATEC,MTAR TECHNOLOGIES LIMITED,BSE,MTATEC,EQUITY,543270,1,MTATEC,MTARTECH,2303.75
MTATEC,MTAR TECHNOLOGIES LIMITED,NSE,MTATEC,EQUITY,2709,1,MTATEC,MTARTECH,0.01
MTEDU,MT EDUCARE LIMITED,BSE,MTEDU,EQUITY,534312,1,MTEDU,MTEDUCARE,4.2
MTEDU,MT EDUCARE LIMITED,NSE,MTEDU,EQUITY,31413,1,MTEDU,MTEDUCARE,0.01
MTNL,MAHANAGAR TELEPHONE NIGAM LTD,BSE,MTNL,EQUITY,500108,1,MTNL,MTNL,23.95
MTNL,MAHANAGAR TELEPHONE NIGAM LTD,NSE,MTNL,EQUITY,2294,1,MTNL,MTNL,0.01
MTOFS,MT EDUCARE LIMITED OFS,BSE,MTOFS,EQUITY,51138,1,MTOFS,MTEDUCARE,0.0
MTZIND,MTZ (INDIA) LTD,BSE,MTZIND,EQUITY,500275,1,MTZIND,MTZIND,1.69
MTZIND,MTZ (INDIA) LTD,NSE,MTZIND,EQUITY,2175,1,MTZIND,METAZINC,0.01
MTZPOL,MTZ POLYESTERS,BSE,MTZPOL,EQUITY,512424,1,MTZPOL,MTZPOLY,1.34
MUDFI,MUDRA FINANCIAL SERVICES LTD,BSE,MUDFI,EQUITY,539819,1,MUDFI,MUDRA,4.1
MUDFIN,MUDIT FINLEASE LTD,BSE,MUDFIN,EQUITY,531919,1,MUDFIN,MUDITFN,56.7
MUFNDA,MUTHOOT FIN 11.75% NCD 14SP13,BSE,MUFNDA,EQUITY,934829,1,MUFNDA,MFINNCD1A,1189.64
MUFNDB,MUTHOOT FIN 12% NCD 13SP13,BSE,MUFNDB,EQUITY,934830,1,MUFNDB,MFINNCD1B,1327.69
MUFNDC,MUTHOOT FIN 12% NCD 13SP14,BSE,MUFNDC,EQUITY,934831,1,MUFNDC,MFINNCD1C,1320.0
MUFNDD,MUTHOOT FIN 12.25% NCD 13SP14,BSE,MUFNDD,EQUITY,934832,1,MUFNDD,MFINNCD1D,1299.6
MUFNDE,MUTHOOT FIN 12% NCD 13SP16,BSE,MUFNDE,EQUITY,934833,1,MUFNDE,MFINNCD1E,1222.8
MUFNDF,MUTHOOT FIN 12.25% NCD 13SP16,BSE,MUFNDF,EQUITY,934834,1,MUFNDF,MFINNCD1F,9966.0
MUKAND,MUKAND LTD,BSE,MUKAND,EQUITY,500460,1,MUKAND,MUKANDLTD,146.6
MUKAND,MUKAND LTD,NSE,MUKAND,EQUITY,11325,1,MUKAND,MUKANDLTD,0.01
MUKART,MUKTA ARTS LIMITED,BSE,MUKART,EQUITY,532357,1,MUKART,MUKTAARTS,61.2
MUKART,MUKTA ARTS LIMITED,NSE,MUKART,EQUITY,8687,1,MUKART,MUKTAARTS,0.01
MUKBAB,MUKESH BABU FINANCIAL SERVICES,BSE,MUKBAB,EQUITY,530341,1,MUKBAB,MUKESHB,164.5
MUKENG,MUKAND ENGINEERS LTD,BSE,MUKENG,EQUITY,532097,1,MUKENG,MUKANDENGG,31.6
MUKENG,MUKAND ENGINEERS LTD,NSE,MUKENG,EQUITY,8348,1,MUKENG,MUKANDENGG,0.01
MUKIND,MUKUNDA INDL.FINANCE,BSE,MUKIND,EQUITY,530329,1,MUKIND,MUKUIND,3.0
MUKPAP,MUKERIAN PAPER LTD.,BSE,MUKPAP,EQUITY,516068,1,MUKPAP,MUKPA,2.31
MUKPIP,MUKAT PIPES LTD,BSE,MUKPIP,EQUITY,523832,1,MUKPIP,MUKATPIP,8.41
MUKPR1,MUKAND LTD 0.01 PREF 120123,BSE,MUKPR1,EQUITY,700087,1,MUKPR1,MUKANDCRPS,6.66
MUKSTE,MUKESH STEELS LTD,BSE,MUKSTE,EQUITY,513265,1,MUKSTE,MUKESTL,28.45
MUKSTR,MUKESH STRIPS LTD,BSE,MUKSTR,EQUITY,517374,1,MUKSTR,MUKSTRI,39.4
MUKSYN,MUKUND SYNTEX,BSE,MUKSYN,EQUITY,514364,1,MUKSYN,,2.1
MULAGE,MULTIPURPOSE TRADING & AGENCIE,BSE,MULAGE,EQUITY,504356,1,MULAGE,ZMULTIPU,8.06
MULARC,MULTI-ARC INDIA LTD,BSE,MULARC,EQUITY,513685,1,MULARC,MULTIARC,5.85
MULHOL,MULTIPLUS HOLDINGS LTD,BSE,MULHOL,EQUITY,505594,1,MULHOL,MULTIIN,34.44
MULIND,MULTIBASE INDIA LIMITED,BSE,MULIND,EQUITY,526169,1,MULIND,MULTIBASE,262.25
MULOFF,MULTICOLOUR OFFSET,BSE,MULOFF,EQUITY,526387,1,MULOFF,,0.52
MULOFS,MULTIBASE INDIA LIMITED OFS,BSE,MULOFS,EQUITY,51121,1,MULOFS,MULTIBASE,0.0
MULPHI,MULLER & PHIPPS (INDIA) LTD,BSE,MULPHI,EQUITY,501477,1,MULPHI,MULLER,231.4
MUMND3,MUTHOOT MICROFIN LTD 27JN26,BSE,MUMND3,EQUITY,974561,1,MUMND3,11MML26,120869.4
MUNAUT,MUNJAL AUTO INDUSTRIES LIMITED,BSE,MUNAUT,EQUITY,520059,1,MUNAUT,MUNJALAU,63.14
MUNAUT,MUNJAL AUTO INDUSTRIES LIMITED,NSE,MUNAUT,EQUITY,13511,1,MUNAUT,MUNJALAU,0.01
MUNCAP,MUNOTH CAPITAL MARKET LTD,BSE,MUNCAP,EQUITY,511200,1,MUNCAP,MUNCAPM,131.7
MUNCHE,SAPTAK CHEM AND BUSINESS LTD,BSE,MUNCHE,EQUITY,506906,1,MUNCHE,SCBL,2.86
MUNFIN,MUNOTH FINANCIAL SERVICES LTD,BSE,MUNFIN,EQUITY,531821,1,MUNFIN,MUNOTHFI,85.03
MUNFOR,MUNIS FORGE,BSE,MUNFOR,EQUITY,532079,1,MUNFOR,,100.8
MUNHIR,DOCTORS BIOTECH,BSE,MUNHIR,EQUITY,512079,1,MUNHIR,DOCTORBI,4.75
MUNINV,MUNOTH COMMUNICATION LIMITED,BSE,MUNINV,EQUITY,511401,1,MUNINV,MCLTD,7.12
MUNSHO,MUNJAL SHOWA LTD,BSE,MUNSHO,EQUITY,520043,1,MUNSHO,MUNJALSHOW,163.0
MUNSHO,MUNJAL SHOWA LTD,NSE,MUNSHO,EQUITY,2307,1,MUNSHO,MUNJALSHOW,0.01
